DiseaseName_ARD_Paper,MESH_ID,X,Category,Likelihood.disease.is.ageing.related,Name_node,Phenotyping_Algorithms,MESH_Term,All_MESH,All_MESH_Terms,filter_frames,Updated_Term,Search_term
Non-rheumatic Mitral valve disorder,MESH:D008946,Non_rheumatic_Mitral_valve_disorder,Cardiovascular,High,nonrh_mitral,Nonrheumatic mitral valve disorders,Mitral Valve Stenosis,MESH:D008946,Mitral Valve Stenosis,"r'\bmitral stenoses\b', r'\bmitral valve stenoses\b', r'\bmitral stenosis\b', r'\bmitral valve stenosis\b'",NA,"r'\bmitral stenoses\b', r'\bmitral valve stenoses\b', r'\bmitral stenosis\b', r'\bmitral valve stenosis\b'"
Obstructive and reflux uropathy,MESH:D014517,Obstructive_and_reflux_uropathy,Genitourinary,High,obstr_reflux,Obstructive and reflux uropathy,Ureteral Obstruction,MESH:D014517,Ureteral Obstruction,"r'\bureteral obstructions\b', r'\bureteral obstruction\b'","Added terms related to, r'\bof the .., r'\b","r'\bureteral obstructions\b', r'\bureteral obstruction\b', r'\bobstruction of the ureter\b', r'\bobstruction of the ureters\b'"
Obstructive and reflux uropathy,MESH:D014718,Obstructive_and_reflux_uropathy,Genitourinary,High,obstr_reflux,Obstructive and reflux uropathy,Vesico-Ureteral Reflux,MESH:D014718,Vesico-Ureteral Reflux,"r'\bvesicoureteral reflux\b', r'\bvesico ureteral reflux\b', r'\bvesicoureteral reflux 1\b', r'\bvesicoureteral reflux 3\b', r'\bvesicoureteral reflux 8\b'",remove surplus,"r'\bvesicoureteral reflux\b', r'\bvesico ureteral reflux\b'"
Obstructive and reflux uropathy,MESH:D014517,Obstructive_and_reflux_uropathy,Genitourinary,High,obstr_reflux,Obstructive and reflux uropathy,Ureteral Obstruction,MESH:D014525,Urethral Stricture,"r'\burethral stenoses\b', r'\burethral stenosis\b', r'\burethral strictures\b', r'\burethral stricture\b', r'\banterior urethral stricture\b', r'\bposterior urethral stricture\b', r'\banterior urethral strictures\b', r'\bposterior urethral strictures\b'","Added terms related to, r'\bof the .., r'\b","r'\banterior urethral stricture\b', r'\banterior urethral strictures\b', r'\bposterior urethral stricture\b', r'\bposterior urethral strictures\b', r'\burethral stenoses\b', r'\burethral stenosis\b', r'\burethral strictures\b', r'\burethral stricture\b', r'\bstricture of the urethra\b'"
Obstructive and reflux uropathy,MESH:D014517,Obstructive_and_reflux_uropathy,Genitourinary,High,obstr_reflux,Obstructive and reflux uropathy,Ureteral Obstruction,MESH:D001748,Urinary Bladder Neck Obstruction,"r'\bbladder neck obstruction\b', r'\bbladder outlet obstruction\b', r'\burinary bladder neck obstruction\b'",remove surplus,"r'\bbladder neck obstruction\b', r'\bbladder outlet obstruction\b'"
Oesophageal Ulcer,UMLS:C0151970,Oesophageal_Ulcer,Digestive,High,oesoph_ulc,Oesophageal Ulcer,Ulcer of Esophagus,UMLS:C0151970,Ulcer of Esophagus,NA,added synonyms,"r'\besophageal ulcer\b', r'\besophageal ulceration\b', r'\besophageal ulcers\b', r'\besophageal ulcerations\b', r'\bulcer of the esophagus\b', r'\bulcer of esophagus\b', r'\besophagus ulcer\b', r'\besophagus ulceration\b', r'\besophagus ulcers\b', r'\bulceration of esophagus\b', r'\bulceration of the esophagus\b', r'\boesophageal ulcer\b', r'\boesophageal ulceration\b', r'\boesophageal ulcers\b', r'\boesophageal ulcerations\b', r'\bulcer of the oesophagus\b', r'\bulcer of oesophagus\b', r'\boesophagus ulcer\b', r'\boesophagus ulceration\b', r'\boesophagus ulcers\b', r'\bulceration of oesophagus\b', r'\bulceration of the oesophagus\b'"
Oesophageal Varices,MESH:D004932,Oesophageal_Varices,Digestive,High,varices,Oesophageal varices,Esophageal and Gastric Varices,MESH:D004932,Esophageal and Gastric Varices,"r'\besophageal varices\b', r'\bgastric varices\b', r'\besophageal varix\b', r'\bgastric varix\b', r'\besophageal and gastric varices\b'",added english spelling,"r'\besophageal varices\b', r'\bgastric varices\b', r'\besophageal varix\b', r'\bgastric varix\b', r'\besophageal and gastric varices\b', r'\boesophageal varices\b', r'\boesophageal varix\b', r'\boesophageal and gastric varices\b'"
Osteoarthritis,MESH:D010003,Osteoarthritis,Musculoskeletal,High,oa,Osteoarthritis,Osteoarthritis,MESH:D020370,"Osteoarthritis, Knee","r'\bosteoarthritis of knee\b', r'\bosteoarthritis of knees\b', r'\bknee osteoarthritides\b', r'\bknee osteoarthritis\b'",remove surplus,NA
Osteoarthritis,MESH:D010003,Osteoarthritis,Musculoskeletal,High,oa,Osteoarthritis,Osteoarthritis,MESH:D010003,Osteoarthritis,"r'\bdegenerative arthritides\b', r'\bdegenerative arthritis\b', r'\bfemale specific osteoarthritis of hip\b', r'\bhand osteoarthritis\b', r'\bhoa heberden nodes\b', r'\bosteoarthritides\b', r'\bosteoarthritis of distal interphalangeal joints\b', r'\bosteoarthritis of hip\b', r'\bosteoarthritis of knee/hip\b', r'\bosteoarthritis susceptibility 1\b', r'\bosteoarthritis susceptibility 2\b', r'\bosteoarthritis susceptibility 3\b', r'\bosteoarthritis susceptibility 4\b', r'\bosteoarthritis susceptibility 5\b', r'\bosteoarthritis susceptibility 6\b', r'\bosteoarthroses\b', r'\bosteoarthrosis\b', r'\bosteoarthrosis deformans\b', r'\bosteoarthritis\b'",remove surplus,"r'\bdegenerative arthritides\b', r'\bdegenerative arthritis\b', r'\bhoa heberden nodes\b', r'\bosteoarthritides\b', r'\bosteoarthroses\b', r'\bosteoarthrosis\b', r'\bosteoarthritis\b'"
Osteoarthritis,MESH:D010003,Osteoarthritis,Musculoskeletal,High,oa,Osteoarthritis,Osteoarthritis,MESH:D015207,"Osteoarthritis, Hip","r'\bhip osteoarthritides\b', r'\bhip osteoarthritis\b', r'\bcoxarthroses\b', r'\bcoxarthrosis\b', r'\bosteoarthritis of hips\b'",remove surplus,"r'\bcoxarthroses\b', r'\bcoxarthrosis\b'"
Osteoarthritis,MESH:D010003,Osteoarthritis,Musculoskeletal,High,oa,Osteoarthritis,Osteoarthritis,MESH:D055013,"Osteoarthritis, Spine","r'\blumbar osteoarthritis\b', r'\bspinal osteoarthritis\b', r'\bspine osteoarthritis\b'",remove surplus,NA
Osteoporosis,MESH:D010024,Osteoporosis,Musculoskeletal,High,osteoporosis,Osteoporosis,Osteoporosis,MESH:D010024,Osteoporosis,"r'\bage related bone loss\b', r'\bage related bone losses\b', r'\bage related osteoporoses\b', r'\bsenile osteoporoses\b', r'\bage related osteoporosis\b', r'\bearly onset osteoporosis\b', r'\binvolutional osteoporosis\b', r'\bpostmenopausal osteoporosis\b', r'\bpost traumatic osteoporosis\b', r'\bsenile osteoporosis\b', r'\bbone mineral density quantitative trait locus\b', r'\bbone mineral density quantitative trait locus 1\b', r'\bbone mineral density quantitative trait locus 16\b', r'\bhigh bone mass\b', r'\bosteoporoses\b', r'\bosteoporosis\b', r'\bpost traumatic osteoporoses\b'","remove terms related to QTL, remove surplus","r'\bage related bone loss\b', r'\bage related bone losses\b', r'\bhigh bone mass\b', r'\bosteoporoses\b', r'\bosteoporosis\b'"
Osteoporosis,MESH:D010024,Osteoporosis,Musculoskeletal,High,osteoporosis,Osteoporosis,Osteoporosis,MESH:D015663,"Osteoporosis, Postmenopausal","r'\bperimenopausal bone losses\b', r'\bpostmenopausal bone losses\b', r'\bperimenopausal bone loss\b', r'\bpostmenopausal bone loss\b', r'\bpostmenopausal osteoporoses\b', r'\bpost menopausal osteoporoses\b', r'\bpost menopausal osteoporosis\b'",remove surplus,"r'\bperimenopausal bone losses\b', r'\bpostmenopausal bone losses\b', r'\bperimenopausal bone loss\b', r'\bpostmenopausal bone loss\b'"
Other Haemolytic Anaemia,MESH:D000743,Other_Haemolytic_Anaemia,Haematological/ Immuunoligcal,High,oth_haem_anaemia,Other haemolytic anaemias,"Anemia, Hemolytic",MESH:D000743,"Anemia, Hemolytic","r'\bacquired hemolytic anemia\b', r'\bmicroangiopathic anemia\b', r'\bhemolytic anemia\b', r'\bmicroangiopathic hemolytic anemia\b'","added plural, removed surplus, added english spelling","r'\bmicroangiopathic anemia\b', r'\bhemolytic anemia\b', r'\bhaemolytic anemia\b', r'\bhemolytic anaemia\b', r'\bhaemolytic anaemia\b', r'\bmicroangiopathic anaemia\b', r'\bmicroangiopathic anemias\b', r'\bhemolytic anemias\b', r'\bhaemolytic anemias\b', r'\bhemolytic anaemias\b', r'\bhaemolytic anaemias\b', r'\bmicroangiopathic anaemias\b'"
Other Haemolytic Anaemia,MESH:D000743,Other_Haemolytic_Anaemia,Haematological/ Immuunoligcal,High,oth_haem_anaemia,Other haemolytic anaemias,"Anemia, Hemolytic",MESH:D000744,"Anemia, Hemolytic, Autoimmune","r'\bcold agglutinin disease\b', r'\bcold agglutinin diseases\b', r'\bautoimmune hemolytic anemia\b', r'\bautoimmune hemolytic anemias\b', r'\bcold antibody disease\b', r'\bcold antibody diseases\b', r'\bacquired autoimmune hemolytic anemia\b', r'\bcold antibody hemolytic anemia\b', r'\bidiopathic autoimmune hemolytic anemia\b'",remove surplus,"r'\bcold agglutinin disease\b', r'\bcold agglutinin diseases\b', r'\bcold antibody disease\b', r'\bcold antibody diseases\b'"
Other Haemolytic Anaemia,MESH:D000743,Other_Haemolytic_Anaemia,Haematological/ Immuunoligcal,High,oth_haem_anaemia,Other haemolytic anaemias,"Anemia, Hemolytic",MESH:D000745,"Anemia, Hemolytic, Congenital","r'\bcongenital hemolytic anemia\b', r'\bhereditary hemolytic anemia\b', r'\bcongenital hemolytic anemias\b', r'\bhereditary hemolytic anemias\b'",added english spelling,"r'\bcongenital hemolytic anemia\b', r'\bhereditary hemolytic anemia\b', r'\bcongenital hemolytic anemias\b', r'\bhereditary hemolytic anemias\b', r'\bcongenital haemolytic anemia\b', r'\bhereditary haemolytic anemia\b', r'\bcongenital haemolytic anemias\b', r'\bhereditary haemolytic anemias\b',  r'\bcongenital haemolytic anaemia\b', r'\bhereditary haemolytic anaemia\b', r'\bcongenital haemolytic anaemias\b', r'\bhereditary haemolytic anaemias\b'"
Other Haemolytic Anaemia,MESH:D000743,Other_Haemolytic_Anaemia,Haematological/ Immuunoligcal,High,oth_haem_anaemia,Other haemolytic anaemias,"Anemia, Hemolytic",MESH:D005236,Favism,"r'\bfavisms\b', r'\bfavism\b'",NA,"r'\bfavisms\b', r'\bfavism\b'"
Other Haemolytic Anaemia,MESH:D000743,Other_Haemolytic_Anaemia,Haematological/ Immuunoligcal,High,oth_haem_anaemia,Other haemolytic anaemias,"Anemia, Hemolytic",MESH:D006457,"Hemoglobinuria, Paroxysmal","r'\bcold paroxysmal hemoglobinuria\b', r'\bnocturnal paroxysmal hemoglobinuria\b', r'\bparoxysmal cold hemoglobinuria\b', r'\bparoxysmal nocturnal hemoglobinuria\b', r'\bmarchiafava micheli syndrome\b', r'\bparoxysmal hemoglobinuria\b', r'\bparoxysmal nocturnal hemoglobinuria 1\b', r'\bparoxysmal nocturnal hemoglobinuria 2\b'",NA,"r'\bcold paroxysmal hemoglobinuria\b', r'\bnocturnal paroxysmal hemoglobinuria\b', r'\bparoxysmal cold hemoglobinuria\b', r'\bparoxysmal nocturnal hemoglobinuria\b', r'\bmarchiafava micheli syndrome\b', r'\bparoxysmal hemoglobinuria\b', r'\bparoxysmal nocturnal hemoglobinuria 1\b', r'\bparoxysmal nocturnal hemoglobinuria 2\b', r'\bcold paroxysmal haemoglobinuria\b', r'\bnocturnal paroxysmal haemoglobinuria\b', r'\bparoxysmal cold haemoglobinuria\b', r'\bparoxysmal nocturnal haemoglobinuria\b', r'\bparoxysmal haemoglobinuria\b', r'\bparoxysmal nocturnal haemoglobinuria 1\b', r'\bparoxysmal nocturnal haemoglobinuria 2\b'"
Other Haemolytic Anaemia,MESH:D000743,Other_Haemolytic_Anaemia,Haematological/ Immuunoligcal,High,oth_haem_anaemia,Other haemolytic anaemias,"Anemia, Hemolytic",MESH:D006463,Hemolytic-Uremic Syndrome,"r'\bhemolytic uremic syndrome\b', r'\bgassers syndrome\b', r'\bgasser syndrome\b'",added english spelling,"r'\bhemolytic uremic syndrome\b', r'\bgassers syndrome\b', r'\bgasser syndrome\b', r'\bhaemolytic uremic syndrome\b'"
Pancreatitis,MESH:D010195,Pancreatitis,Digestive,High,pancreatitis,Pancreatitis,Pancreatitis,MESH:D010195,Pancreatitis,"r'\bpancreatitides\b', r'\bpancreatitis\b'",NA,"r'\bpancreatitides\b', r'\bpancreatitis\b'"
Pancreatitis,MESH:D010195,Pancreatitis,Digestive,High,pancreatitis,Pancreatitis,Pancreatitis,MESH:D050500,"Pancreatitis, Chronic",r'\bchronic pancreatitis\b',remove surplus,NA
Pancreatitis,MESH:D010195,Pancreatitis,Digestive,High,pancreatitis,Pancreatitis,Pancreatitis,MESH:D019512,"Pancreatitis, Alcoholic",r'\balcoholic pancreatitis\b',remove surplus,NA
Parasitic Infection,MESH:D010272,Parasitic_Infection,Infections,High,id_parasitic,Parasitic infections,Parasitic Diseases,MESH:D010272,Parasitic Diseases,"r'\bparasitic disease\b', r'\bparasitic diseases\b', r'\bparasite infection\b', r'\bparasitic infection\b', r'\bparasite infections\b', r'\bparasitic infections\b'",NA,"r'\bparasitic disease\b', r'\bparasitic diseases\b', r'\bparasite infection\b', r'\bparasitic infection\b', r'\bparasite infections\b', r'\bparasitic infections\b'"
Parasitic Infection,MESH:D010272,Parasitic_Infection,Infections,High,id_parasitic,Parasitic infections,Parasitic Diseases,MESH:D018512,Parasitemia,"r'\bparasitemias\b', r'\bparasitemia\b'",NA,"r'\bparasitemias\b', r'\bparasitemia\b'"
Parkinson's Disease,MESH:D010300,Parkinsons_Disease,Neurological,High,parkinsons,Parkinson's disease,Parkinson Disease,MESH:D010300,Parkinson Disease,"r'\bidiopathic parkinson disease\b', r'\bprimary parkinsonism\b', r'\bidiopathic parkinsons disease\b', r'\blewy body parkinsons disease\b', r'\blewy body parkinson disease\b', r'\bparalysis agitans\b', r'\bparkinsons disease\b', r'\bparkinson disease\b'",remove surplus,"r'\bprimary parkinsonism\b', r'\bparalysis agitans\b', r'\bparkinsons disease\b', r'\bparkinson disease\b'"
Peptic Ulcer,MESH:D010437,Peptic_Ulcer,Digestive,High,ulcer_peptic,Peptic Ulcer,Peptic Ulcer,MESH:D004381,Duodenal Ulcer,"r'\bcurling ulcer\b', r'\bduodenal ulcer\b', r'\bduodenal ulcers\b', r'\bcurlings ulcer\b'",NA,"r'\bcurling ulcer\b', r'\bduodenal ulcer\b', r'\bduodenal ulcers\b', r'\bcurlings ulcer\b'"
Peptic Ulcer,MESH:D010437,Peptic_Ulcer,Digestive,High,ulcer_peptic,Peptic Ulcer,Peptic Ulcer,MESH:D010437,Peptic Ulcer,"r'\bgastroduodenal ulcer\b', r'\bmarginal ulcer\b', r'\bpeptic ulcer\b', r'\bgastroduodenal ulcers\b', r'\bmarginal ulcers\b', r'\bpeptic ulcers\b'",NA,"r'\bgastroduodenal ulcer\b', r'\bmarginal ulcer\b', r'\bpeptic ulcer\b', r'\bgastroduodenal ulcers\b', r'\bmarginal ulcers\b', r'\bpeptic ulcers\b'"
Peptic Ulcer,MESH:D010437,Peptic_Ulcer,Digestive,High,ulcer_peptic,Peptic Ulcer,Peptic Ulcer,MESH:D013276,Stomach Ulcer,"r'\bgastric ulcer\b', r'\bgastric ulcers\b', r'\bstomach ulcers\b', r'\bstomach ulcer\b'",NA,"r'\bgastric ulcer\b', r'\bgastric ulcers\b', r'\bstomach ulcers\b', r'\bstomach ulcer\b'"
Peptic Ulcer,MESH:D010437,Peptic_Ulcer,Digestive,High,ulcer_peptic,Peptic Ulcer,Peptic Ulcer,MESH:D010439,Peptic Ulcer Perforation,"r'\bpeptic ulcer perforation\b', r'\bpeptic ulcer perforations\b'",remove surplus,NA
Pericardial Effusion,MESH:D010490,Pericardial_Effusion,Cardiovascular,High,pericard_eff,Pericardial effusion,Pericardial Effusion,MESH:D010490,Pericardial Effusion,"r'\bpericardial effusion\b', r'\bpericardial effusions\b', r'\bchylopericardium\b', r'\bchylopericardiums\b', r'\bhemopericardium\b'","added english spelling, remove surplus","r'\bpericardial effusion\b', r'\bpericardial effusions\b', r'\bchylopericardium\b', r'\bchylopericardiums\b', r'\bhemopericardium\b', r'\bhaemopericardium\b'"
Peripheral Arterial Disease,MESH:D058729,Peripheral_Arterial_Disease,Cardiovascular,High,pad,Peripheral arterial disease,Peripheral Arterial Disease,MESH:D058729,Peripheral Arterial Disease,"r'\bperipheral arterial disease\b', r'\bperipheral arterial diseases\b', r'\bperipheral artery disease\b', r'\bperipheral artery diseases\b'",NA,"r'\bperipheral arterial disease\b', r'\bperipheral arterial diseases\b', r'\bperipheral artery disease\b', r'\bperipheral artery diseases\b'"
Peripheral Neuropathy,UMLS:C0031117,Peripheral_Neuropathy,Neurological,High,periph_neuro,Peripheral Neuropathy,Peripheral Neuropathy,UMLS:C0031117,Peripheral Neuropathy,NA,NA,"r'\bperipheral neuropathy\b', r'\bperipheral neuropathies\b', r'\bperipheral nerve damage\b', r'\bperipheral nerve disease\b', r'\bperipheral nerve diseases\b', r'\bperipheral nervous system damage\b', r'\bperipheral nerve disorders\b', r'\bperipheral nervous system disorders\b', r'\bmononeuropathy\b', r'\bmononeuropathies\b', r'\bpolyneuropathy\b', r'\bpolyneuropathies\b'"
Peritonitis,MESH:D010538,Peritonitis,Digestive,High,peritonitis,Peritonitis,Peritonitis,MESH:D013369,Subphrenic Abscess,"r'\bsubdiaphragmatic abscesses\b', r'\bsubphrenic abscesses\b', r'\bsubdiaphragmatic abscess\b', r'\bsubphrenic abscess\b'",NA,"r'\bsubdiaphragmatic abscesses\b', r'\bsubphrenic abscesses\b', r'\bsubdiaphragmatic abscess\b', r'\bsubphrenic abscess\b'"
Peritonitis,MESH:D010538,Peritonitis,Digestive,High,peritonitis,Peritonitis,Peritonitis,MESH:D010538,Peritonitis,"r'\bprimary peritonitis\b', r'\bsecondary peritonitis\b', r'\bperitonitis\b'",remove surplus,r'\bperitonitis\b'
Plasma Cell Malignancy,MESH:D054219,Plasma_Cell_Malignancy,Cancers,High,malig_plasmacell,Plasma Cell Malignancy,"Neoplasms, Plasma Cell",MESH:D007952,"Leukemia, Plasma Cell","r'\bplasmacytic leukemia\b', r'\bplasma cell leukemias\b', r'\bplasmacytic leukemias\b', r'\bplasma cell leukemia\b'",added english spelling,"r'\bplasma cell leukemia\b', r'\bplasma cell leukemias\b', r'\bplasmacytic leukemia\b', r'\bplasmacytic leukemias\b', r'\bplasma cell leukaemia\b', r'\bplasma cell leukaemias\b', r'\bplasmacytic leukaemia\b', r'\bplasmacytic leukaemias\b'"
Plasma Cell Malignancy,MESH:D054219,Plasma_Cell_Malignancy,Cancers,High,malig_plasmacell,Plasma Cell Malignancy,"Neoplasms, Plasma Cell",MESH:D009101,Multiple Myeloma,"r'\bsystemic amyloidosis\b', r'\bplasma cell myeloma\b', r'\bplasma cell myelomas\b', r'\bkahler disease\b', r'\bmultiple myeloma\b', r'\bmultiple myelomas\b', r'\bmyeloma multiple\b', r'\bmyeloma multiples\b', r'\bmyelomatoses\b', r'\bmyelomatosis\b'",added malignant,"r'\bkahler disease\b', r'\bmultiple myelomas\b', r'\bmyeloma multiple\b', r'\bmyeloma multiples\b', r'\bmyelomatoses\b', r'\bmyelomatosis\b', r'\bplasma cell myeloma\b', r'\bplasma cell myelomas\b', r'\bmultiple myeloma\b'"
Plasma Cell Malignancy,MESH:D054219,Plasma_Cell_Malignancy,Cancers,High,malig_plasmacell,Plasma Cell Malignancy,"Neoplasms, Plasma Cell",MESH:D054219,"Neoplasms, Plasma Cell","r'\bplasma cell neoplasm\b', r'\bplasma cell neoplasms\b'",added malignant,"r'\bplasma cell malignancy\b', r'\bplasma cell malignancies\b', r'\bmalignant plasma cell neoplasms\b', r'\bmalignant plasma cell neoplasm\b'"
Plasma Cell Malignancy,MESH:D054219,Plasma_Cell_Malignancy,Cancers,High,malig_plasmacell,Plasma Cell Malignancy,"Neoplasms, Plasma Cell",MESH:D010954,Plasmacytoma,"r'\bplasma cell tumor\b', r'\bplasma cell tumors\b', r'\bplasmacytomas\b', r'\bplasmocytoma\b', r'\bplasmocytomas\b', r'\bplasmacytoma\b'",added english spelling,"r'\bplasma cell tumor\b', r'\bplasma cell tumors\b', r'\bplasmacytomas\b', r'\bplasmocytoma\b', r'\bplasmocytomas\b', r'\bplasmacytoma\b', r'\bplasma cell tumour\b', r'\bplasma cell tumours\b'"
Pleural Effusion,MESH:D010996,Pleural_Effusion,Respiratory,High,pleural_eff,Pleural effusion,Pleural Effusion,MESH:D010996,Pleural Effusion,"r'\bpleural effusion\b', r'\bpleural effusions\b'",NA,"r'\bpleural effusion\b', r'\bpleural effusions\b'"
Pleural Effusion,MESH:D010996,Pleural_Effusion,Respiratory,High,pleural_eff,Pleural effusion,Pleural Effusion,MESH:D016066,"Pleural Effusion, Malignant","r'\bmalignant pleural effusion\b', r'\bmalignant pleural effusions\b'",remove surplus,NA
Pleural Plaque,UMLS:C0340030,Pleural_Plaque,Respiratory,High,pleural_plaque,Pleural plaque,Pleural Plaque,UMLS:C0340030,Pleural Plaque,NA,"Updated terms, added synonyms","r'\bpleural plaque\b', r'\bpleural plaques\b', r'\basbestosis induced pleural thickening\b', r'\bpleural thickening with asbestos\b', r'\bthickened pleura with asbestos\b', r'\bpleural based plaque\b'"
Pneumothorax,MESH:D011030,Pneumothorax,Respiratory,High,pneumothorax,Pneumothorax,Pneumothorax,MESH:D011030,Pneumothorax,"r'\bpressure pneumothorax\b', r'\bspontaneous pneumothorax\b', r'\btension pneumothorax\b', r'\bprimary spontaneous pneumothorax\b', r'\bpneumothorax\b'",Added term pneumothoraces,"r'\bpressure pneumothorax\b', r'\bspontaneous pneumothorax\b', r'\btension pneumothorax\b', r'\bprimary spontaneous pneumothorax\b', r'\bpneumothorax\b', r'\bpneumothoraces\b'"
Polycythaemia vera,MESH:D011087,Polycythaemia_vera,Cancers,High,malig_pcv,Polycythaemia Vera,Polycythemia Vera,MESH:D011087,Polycythemia Vera,"r'\bosler vaquez disease\b', r'\bprimary polycythemia\b', r'\bprimary polycythemias\b', r'\bpolycythemia ruba vera\b', r'\bpolycythemia ruba veras\b', r'\bpolycythemia rubra vera\b', r'\bpolycythemia rubra veras\b', r'\berythremia\b', r'\berythremias\b', r'\bpolycythemia vera\b'",added english spelling,"r'\bosler vaquez disease\b', r'\bprimary polycythemia\b', r'\bprimary polycythemias\b', r'\bpolycythemia ruba vera\b', r'\bpolycythemia ruba veras\b', r'\bpolycythemia rubra vera\b', r'\bpolycythemia rubra veras\b', r'\berythremia\b', r'\berythremias\b', r'\bpolycythemia vera\b', r'\bprimary polycythaemia\b', r'\bprimary polycythaemias\b', r'\bpolycythaemia ruba vera\b', r'\bpolycythaemia ruba veras\b', r'\bpolycythaemia rubra vera\b', r'\bpolycythaemia rubra veras\b', r'\berythraemia\b', r'\berythraemias\b', r'\bpolycythaemia vera\b'"
Polymyalgia Rheumatica,MESH:D011111,Polymyalgia_Rheumatica,Musculoskeletal,High,pmr,Polymyalgia Rheumatica,Polymyalgia Rheumatica,MESH:D011111,Polymyalgia Rheumatica,"r'\brhizomelic pseudopolyarthritides\b', r'\brhizomelic pseudopolyarthritis\b', r'\bperi extra articular rheumatism\b', r'\bforestier certonciny syndrome\b', r'\bpolymyalgia rheumatica\b'",added synonyms,"r'\brhizomelic pseudopolyarthritides\b', r'\brhizomelic pseudopolyarthritis\b', r'\bperi extra articular rheumatism\b', r'\bforestier certonciny syndrome\b', r'\bpolymyalgia rheumatica\b', r'\bsenile arthritis\b', r'\bmyalgic syndrome of the aged\b', r'\bpolymyalgia arteritca\b', r'\barteritica polymyalgia\b', r'\brheumatica polymyalgia\b', r'\bartiritis senile\b'"
Portal Hypertension,MESH:D006975,Portal_Hypertension,Digestive,High,portal_htn,Portal Hypertension,"Hypertension, Portal",MESH:D006975,"Hypertension, Portal","r'\bportal hypertensions\b', r'\bnoncirrhotic portal hypertension\b', r'\bcruveilhier baumgarten syndrome\b', r'\bportal hypertension\b'",remove surplus,"r'\bportal hypertensions\b', r'\bcruveilhier baumgarten syndrome\b', r'\bportal hypertension\b'"
"Primary Malignancy, Biliary",MESH:D001661,Primary_Malignancy_Biliary,Cancers,High,malig_pri_biliary,Primary Malignancy - Biliary,Biliary Tract Neoplasms,MESH:D001661,Biliary Tract Neoplasms,"r'\bbiliary tract cancer\b', r'\bbiliary tract cancers\b', r'\bbiliary tract neoplasm\b', r'\bbiliary tract neoplasms\b', r'\bcancer of biliary tract\b', r'\bcancer of the biliary tract\b'","added malignant, added synonyms","r'\bbiliary tract cancer\b', r'\bbiliary tract cancers\b', r'\bmalignant biliary tract neoplasm\b', r'\bmalignant biliary tract neoplasms\b', r'\bcancer of biliary tract\b', r'\bcancer of the biliary tract\b', r'\bmalignant biliary tract tumor\b', r'\bmalignant biliary tract tumor\b', r'\bmalignant biliary tract tumour\b', r'\bmalignant biliary tract tumour\b', r'\bbiliary cancer\b', r'\bbiliary cancers\b', r'\bmalignant neoplasm of biliary tract\b', r'\bmalignant neoplasms of biliary tract\b', r'\bcancers of biliary tract\b', r'\bcancers of the biliary tract\b', r'\bmalignant tumor of biliary tract\b', r'\bmalignant tumors of biliary tract\b', r'\bmalignant tumour of biliary tract\b', r'\bmalignant tumours of biliary tract\b', r'\bmalignant tumour of biliary tract\b', r'\bmalignant tumours of biliary tract\b'"
"Primary Malignancy, Bladder",MESH:D001749,Primary_Malignancy_Bladder,Cancers,High,malig_pri_bladder,Primary Malignancy - Bladder,Urinary Bladder Neoplasms,MESH:D001749,Urinary Bladder Neoplasms,"r'\bbladder cancer\b', r'\burinary bladder cancer\b', r'\bbladder neoplasm\b', r'\bbladder neoplasms\b', r'\burinary bladder neoplasm\b', r'\bbladder tumor\b', r'\bbladder tumors\b', r'\bbladder cancers\b', r'\bcancer of bladder\b', r'\bcancer of the bladder\b', r'\bmalignant tumor of urinary bladder\b', r'\burinary bladder neoplasms\b'",removed benign,"r'\bbladder cancer\b', r'\bbladder cancers\b', r'\bmalignant bladder neoplasm\b', r'\bmalignant bladder neoplasms\b', r'\bmalignant bladder tumor\b', r'\bmalignant bladder tumors\b', r'\bcancer of bladder\b', r'\bcancer of the bladder\b', r'\bmalignant tumor of urinary bladder\b', r'\burinary bladder cancer\b', r'\bmalignant urinary bladder neoplasm\b', r'\bmalignant urinary bladder neoplasms\b', r'\bmalignant bladder tumour\b', r'\bmalignant bladder tumours\b', r'\bmalignant urinary bladder tumour\b', r'\bmalignant urinary bladder tumours\b'"
"Primary Malignancy, Bone",MESH:D001859,Primary_Malignancy_Bone,Cancers,High,malig_pri_bone,Primary Malignancy - Bone,Bone Neoplasms,MESH:D001859,Bone Neoplasms,"r'\bbone neoplasm\b', r'\bbone neoplasms\b', r'\bbone cancer\b', r'\bcancer of bone\b', r'\bcancer of the bone\b'",added malignant,"r'\bbone cancer\b', r'\bcancer of bone\b', r'\bcancer of the bone\b', r'\bbone malignancy\b', r'\bmalignant bone tumour\b', r'\bmalignant bone tumor\b'"
"Primary Malignancy, Bone",MESH:D001859,Primary_Malignancy_Bone,Cancers,High,malig_pri_bone,Primary Malignancy - Bone,Bone Neoplasms,MESH:D005266,Femoral Neoplasms,"r'\bfemoral neoplasm\b', r'\bfemoral neoplasms\b'",added malignant,"r'\bmalignant femoral neoplasm\b', r'\bmalignant femoral neoplasms\b', r'\bmalignant femoral tumor\b', r'\bmalignant femoral tumors\b', r'\bmalignant femoral tumour\b', r'\bmalignant femoral tumours\b', r'\bfemoral malignancy\b', r'\bfemoral malignancies\b'"
